season,home,away,week,score_home,score_away,winner,loser,team_possesion,field_position,field_team,field_yards,yards_to_td,quarter,to_go,time_left_qtr,penalty_on,penalty,penalty_yards,full_description,game_type,team_possesion_cat,team_penalty_cat,penalty_side,opportunity,yards_to_go
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NE 44,NE,44,56,Q3,2 and 8,3:38,NYJ,Defensive Holding,5,"(NE, NE 44, Q3, 2 and 8) (3:38) T.Brady pass incomplete short middle to C.Hogan [K.Ealy]. PENALTY on NYJ-B.Skrine, Defensive Holding, 5 yards, enforced at NE 44 - No Play.",REG,NE,Opponent,Defensive Penalty,2,8
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NYJ 21,NYJ,21,21,Q3,2 and 3,1:14,NYJ,Illegal Use of Hands,5,"(NE, NYJ 21, Q3, 2 and 3) (1:14) M.Gillislee right tackle to NYJ 16 for 5 yards (M.Pennel). PENALTY on NYJ-D.Lee, Illegal Use of Hands, 5 yards, enforced at NYJ 16.",REG,NE,Opponent,Defensive Penalty,2,3
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NYJ 6,NYJ,6,6,Q4,2 and 5,15:00,NE,Offensive Pass Interference,10,"(NE, NYJ 6, Q4, 2 and 5) (15:00) (Shotgun) T.Brady pass incomplete short right to C.Hogan [D.Bass]. PENALTY on NE-B.Cooks, Offensive Pass Interference, 10 yards, enforced at NYJ 6 - No Play.",REG,NE,NE,Offensive Penalty,2,5
2017,NYJ,NE,6,17,24,NE,NYJ,NYJ,NYJ 40,NYJ,40,60,Q4,1 and 10,12:59,NE,Defensive Holding,5,"(NYJ, NYJ 40, Q4, 1 and 10) (12:59) E.McGuire right guard pushed ob at NE 48 for 12 yards (D.McCourty). PENALTY on NE-A.Branch, Defensive Holding, 5 yards, enforced at NE 48.",REG,Opponent,NE,Defensive Penalty,1,10
2017,NYJ,NE,6,17,24,NE,NYJ,NYJ,NE 12,NE,12,12,Q4,3 and 1,8:59,NE,Defensive Holding,5,"(NYJ, NE 12, Q4, 3 and 1) (8:59) E.McGuire right tackle to NE 9 for 3 yards (T.Flowers). PENALTY on NE-M.Brown, Defensive Holding, 5 yards, enforced at NE 9.",REG,Opponent,NE,Defensive Penalty,3,1
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NE 20,NE,20,80,Q4,1 and 10,8:24,NE,Offensive Holding,10,"(NE, NE 20, Q4, 1 and 10) (8:24) D.Lewis up the middle to NE 38 for 18 yards (J.Jenkins). PENALTY on NE-M.Cannon, Offensive Holding, 10 yards, enforced at NE 20 - No Play. Penalty on NE-C.Hogan, Offensive Holding, declined.",REG,NE,NE,Offensive Penalty,1,10
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NE 20,NE,20,80,Q4,4 and 7,2:05,NE,False Start,5,"(NE, NE 20, Q4, 4 and 7) (2:05) (Punt formation) PENALTY on NE-J.Cardona, False Start, 5 yards, enforced at NE 20 - No Play.",REG,NE,NE,Offensive Penalty,4,7
2017,NYJ,NE,6,17,24,NE,NYJ,NE,NE 15,NE,15,85,Q4,4 and 12,2:05,NYJ,Illegal Block Above the Waist,10,"(NE, NE 15, Q4, 4 and 12) (2:05) R.Allen punts 48 yards to NYJ 37, Center-J.Cardona. J.Kerley to NYJ 37 for no gain (J.Cardona). PENALTY on NYJ-X.Coleman, Illegal Block Above the Waist, 10 yards, enforced at NYJ 37.",REG,NE,Opponent,Defensive Penalty,4,12
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 21,NE,21,79,Q1,2 and 10,14:24,ATL,Defensive Holding,5,"(NE, NE 21, Q1, 2 and 10) (14:24) (Shotgun) T.Brady pass incomplete short right to R.Gronkowski (D.Trufant). PENALTY on ATL-D.Trufant, Defensive Holding, 5 yards, enforced at NE 21 - No Play.",REG,NE,Opponent,Defensive Penalty,2,10
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 26,NE,26,74,Q1,1 and 10,14:19,NE,Illegal Block Above the Waist,10,"(NE, NE 26, Q1, 1 and 10) (14:19) D.Lewis up the middle to NE 29 for 3 yards (K.Neal, G.Jarrett). PENALTY on NE-P.Dorsett, Illegal Block Above the Waist, 10 yards, enforced at NE 29.",REG,NE,NE,Offensive Penalty,1,10
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 36,NE,36,64,Q1,1 and 10,12:50,ATL,Defensive 12 On-field,5,"(NE, NE 36, Q1, 1 and 10) (12:50) J.White left end pushed ob at NE 41 for 5 yards (K.Neal). PENALTY on ATL-D.Poe, Defensive 12 On-field, 5 yards, enforced at NE 36 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 43,NE,43,57,Q1,2 and 3,11:51,NE,Offensive Holding,10,"(NE, NE 43, Q1, 2 and 3) (11:51) D.Lewis left tackle to NE 43 for no gain (K.Neal). PENALTY on NE-N.Solder, Offensive Holding, 10 yards, enforced at NE 43 - No Play.",REG,NE,NE,Offensive Penalty,2,3
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 38,NE,38,62,Q1,4 and 8,11:04,ATL,Neutral Zone Infraction,5,"(NE, NE 38, Q1, 4 and 8) (11:04) (Punt formation) PENALTY on ATL-T.Ward, Neutral Zone Infraction, 5 yards, enforced at NE 38 - No Play.",REG,NE,Opponent,Defensive Penalty,4,8
2017,NE,ATL,7,23,7,NE,ATL,ATL,ATL 28,ATL,28,72,Q1,4 and 2,9:43,NE,Offensive Holding,10,"(ATL, ATL 28, Q1, 4 and 2) (9:43) M.Bosher punts 35 yards to NE 37, Center-J.Harris, fair catch by D.Amendola. PENALTY on NE-P.Chung, Offensive Holding, 10 yards, enforced at NE 37.",REG,Opponent,NE,Defensive Penalty,4,2
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 20,NE,20,80,Q1,2 and 17,8:52,NE,Offensive Pass Interference,10,"(NE, NE 20, Q1, 2 and 17) (8:52) (Shotgun) T.Brady pass deep right to R.Gronkowski to ATL 40 for 40 yards (D.Riley). PENALTY on NE-R.Gronkowski, Offensive Pass Interference, 10 yards, enforced at NE 20 - No Play.",REG,NE,NE,Offensive Penalty,2,17
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 25,NE,25,75,Q2,3 and 11,15:00,NE,False Start,5,"(NE, NE 25, Q2, 3 and 11) (15:00) (Shotgun) PENALTY on NE-N.Solder, False Start, 5 yards, enforced at NE 25 - No Play.",REG,NE,NE,Offensive Penalty,3,11
2017,NE,ATL,7,23,7,NE,ATL,NE,ATL 31,ATL,31,31,Q2,2 and 6,13:27,ATL,Roughing the Passer,15,"(NE, ATL 31, Q2, 2 and 6) (13:27) T.Brady pass deep left intended for P.Dorsett INTERCEPTED by R.Alford [A.Clayborn] at ATL -6. R.Alford to ATL 13 for 19 yards (R.Gronkowski). PENALTY on ATL-A.Clayborn, Roughing the Passer, 15 yards, enforced at ATL 31 - No Play.",REG,NE,Opponent,Defensive Penalty,2,6
2017,NE,ATL,7,23,7,NE,ATL,NE,ATL 44,ATL,44,44,Q2,3 and 3,8:05,NE,False Start,5,"(NE, ATL 44, Q2, 3 and 3) (8:05) (Shotgun) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at ATL 44 - No Play.",REG,NE,NE,Offensive Penalty,3,3
2017,NE,ATL,7,23,7,NE,ATL,NE,ATL 11,ATL,11,11,Q2,1 and 10,00:36,ATL,Illegal Use of Hands,5,"(NE, ATL 11, Q2, 1 and 10) (:36) (Shotgun) J.White left guard to ATL 11 for no gain (D.Poe). PENALTY on ATL-G.Jarrett, Illegal Use of Hands, 5 yards, enforced at ATL 11 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2017,NE,ATL,7,23,7,NE,ATL,NE,NE 26,NE,26,74,Q3,1 and 10,10:35,NE,False Start,5,"(NE, NE 26, Q3, 1 and 10) (10:35) (Shotgun) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at NE 26 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2017,NE,ATL,7,23,7,NE,ATL,NE, 50,,50,50,Q4,,12:12,ATL,Encroachment,5,"(NE, 50, Q4, 1 and 10) (12:12) PENALTY on ATL-A.Clayborn, Encroachment, 5 yards, enforced at 50 - No Play.",REG,NE,Opponent,Defensive Penalty,,
2017,NE,ATL,7,23,7,NE,ATL,NE,ATL 24,ATL,24,24,Q4,1 and 10,10:52,NE,Offensive Holding,10,"(NE, ATL 24, Q4, 1 and 10) (10:52) M.Gillislee up the middle to ATL 18 for 6 yards (K.Neal). PENALTY on NE-S.Mason, Offensive Holding, 10 yards, enforced at ATL 24 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2017,NE,LAC,8,21,13,NE,LAC,LAC,NE 42,NE,42,42,Q1,2 and 10,10:43,LAC,False Start,5,"(LAC, NE 42, Q1, 2 and 10) (10:43) (Shotgun) PENALTY on LAC-M.Schofield, False Start, 5 yards, enforced at NE 42 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,10
2017,NE,LAC,8,21,13,NE,LAC,NE,LAC 34,LAC,34,34,Q1,3 and 4,3:23,LAC,Defensive 12 On-field,5,"(NE, LAC 34, Q1, 3 and 4) (3:23) (Shotgun) T.Brady pass incomplete deep right to J.White. PENALTY on LAC-D.Philon, Defensive 12 On-field, 5 yards, enforced at LAC 34 - No Play.",REG,NE,Opponent,Defensive Penalty,3,4
2017,NE,LAC,8,21,13,NE,LAC,LAC,LAC 15,LAC,15,85,Q2,1 and 10,14:52,LAC,Offensive Pass Interference,7,"(LAC, LAC 15, Q2, 1 and 10) (14:52) P.Rivers pass incomplete deep left to K.Allen. PENALTY on LAC-K.Allen, Offensive Pass Interference, 7 yards, enforced at LAC 15 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2017,NE,LAC,8,21,13,NE,LAC,LAC,LAC 24,LAC,24,76,Q2,4 and 1,12:51,NE,Illegal Block Above the Waist,10,"(LAC, LAC 24, Q2, 4 and 1) (12:51) D.Kaser punts 56 yards to NE 20, Center-M.Windt. D.Amendola ran ob at NE 36 for 16 yards. PENALTY on NE-J.Jones, Illegal Block Above the Waist, 10 yards, enforced at NE 22.",REG,Opponent,NE,Defensive Penalty,4,1
2017,NE,LAC,8,21,13,NE,LAC,NE,NE 21,NE,21,79,Q2,2 and 1,12:12,NE,Offensive Holding,10,"(NE, NE 21, Q2, 2 and 1) (12:12) R.Burkhead left guard to NE 22 for 1 yard (K.Toomer). PENALTY on NE-J.Thuney, Offensive Holding, 10 yards, enforced at NE 21 - No Play.",REG,NE,NE,Offensive Penalty,2,1
2017,NE,LAC,8,21,13,NE,LAC,LAC,LAC 35,LAC,35,65,Q3,,,LAC,Offside on Free Kick,5,"(LAC, LAC 35, Q3) N.Novak kicks 64 yards from LAC 35 to NE 1. D.Lewis to NE 25 for 24 yards. PENALTY on LAC-T.Palepoi, Offside on Free Kick, 5 yards, enforced at LAC 35 - No Play.",REG,Opponent,Opponent,Offensive Penalty,,
2017,NE,LAC,8,21,13,NE,LAC,LAC,NE 42,NE,42,42,Q3,1 and 10,13:28,LAC,Illegal Touch Pass,0,"(LAC, NE 42, Q3, 1 and 10) (13:28) (No Huddle, Shotgun) P.Rivers pass incomplete deep left to Ty.Williams. PENALTY on LAC-Ty.Williams, Illegal Touch Pass, 0 yards, enforced at NE 42.",REG,Opponent,Opponent,Offensive Penalty,1,10
2017,NE,LAC,8,21,13,NE,LAC,LAC,NE 41,NE,41,41,Q3,3 and 3,2:48,LAC,Offensive Pass Interference,10,"(LAC, NE 41, Q3, 3 and 3) (2:48) (Shotgun) P.Rivers pass short right to T.Benjamin for 41 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LAC-Ty.Williams, Offensive Pass Interference, 10 yards, enforced at NE 41 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,3
2017,NE,LAC,8,21,13,NE,LAC,NE,NE 45,NE,45,55,Q4,2 and 10,15:00,NE,Illegal Block Above the Waist,10,"(NE, NE 45, Q4, 2 and 10) (15:00) (Shotgun) T.Brady pass short middle to R.Burkhead to LAC 42 for 13 yards (J.Addae). PENALTY on NE-N.Solder, Illegal Block Above the Waist, 10 yards, enforced at LAC 42.",REG,NE,NE,Offensive Penalty,2,10
2017,NE,LAC,8,21,13,NE,LAC,LAC,LAC 33,LAC,33,67,Q4,1 and 10,9:36,NE,Defensive Pass Interference,30,"(LAC, LAC 33, Q4, 1 and 10) (9:36) (Shotgun) P.Rivers pass incomplete deep right to K.Allen [D.Harris]. PENALTY on NE-J.Bademosi, Defensive Pass Interference, 30 yards, enforced at LAC 33 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2017,NE,LAC,8,21,13,NE,LAC,NE,NE 48,NE,48,52,Q4,4 and 6,7:10,LAC,Illegal Block Above the Waist,9,"(NE, NE 48, Q4, 4 and 6) (7:10) R.Allen punts 34 yards to LAC 18, Center-J.Cardona, fair catch by T.Benjamin. Penalty on LAC-D.King, Offensive Holding, declined. PENALTY on LAC-R.Jenkins, Illegal Block Above the Waist, 9 yards, enforced at LAC 18.",REG,NE,Opponent,Defensive Penalty,4,6
2017,NE,LAC,8,21,13,NE,LAC,NE,NE 34,NE,34,66,Q4,1 and 10,4:41,LAC,Face Mask (15 Yards),15,"(NE, NE 34, Q4, 1 and 10) (4:41) D.Lewis up the middle to NE 44 for 10 yards (H.Pullard; C.Hayward). PENALTY on LAC-H.Pullard, Face Mask (15 Yards), 15 yards, enforced at NE 44.",REG,NE,Opponent,Defensive Penalty,1,10
2017,NE,LAC,8,21,13,NE,LAC,NE,LAC 36,LAC,36,36,Q4,2 and 5,3:47,NE,Clipping,15,"(NE, LAC 36, Q4, 2 and 5) (3:47) D.Lewis right tackle to LAC 38 for -2 yards. PENALTY on NE-J.Thuney, Clipping, 15 yards, enforced at LAC 36 - No Play.",REG,NE,NE,Offensive Penalty,2,5
2017,NE,LAC,8,21,13,NE,LAC,NE,LAC 20,LAC,20,20,Q4,3 and 5,3:21,LAC,Neutral Zone Infraction,4,"(NE, LAC 20, Q4, 3 and 5) (3:21) (Shotgun) PENALTY on LAC-J.Bosa, Neutral Zone Infraction, 4 yards, enforced at LAC 20 - No Play.",REG,NE,Opponent,Defensive Penalty,3,5
2017,NE,LAC,8,21,13,NE,LAC,LAC,LAC 36,LAC,36,64,Q4,2 and 10,00:36,NE,Neutral Zone Infraction,5,"(LAC, LAC 36, Q4, 2 and 10) (:36) (Shotgun) PENALTY on NE-D.Wise, Neutral Zone Infraction, 5 yards, enforced at LAC 36 - No Play.",REG,Opponent,NE,Defensive Penalty,2,10
2017,DEN,NE,10,16,41,NE,DEN,NE,DEN 5,DEN,5,5,Q2,2 and 5,15:00,DEN,Defensive Pass Interference,3,"(NE, DEN 5, Q2, 2 and 5) (15:00) (Shotgun) T.Brady pass incomplete short middle to R.Burkhead. PENALTY on DEN-T.Davis, Defensive Pass Interference, 3 yards, enforced at DEN 5 - No Play.",REG,NE,Opponent,Defensive Penalty,2,5
2017,DEN,NE,10,16,41,NE,DEN,DEN,DEN 35,DEN,35,65,Q2,3 and 6,12:18,NE,Defensive Holding,5,"(DEN, DEN 35, Q2, 3 and 6) (12:18) (Shotgun) B.Osweiler pass incomplete short left. PENALTY on NE-S.Gilmore, Defensive Holding, 5 yards, enforced at DEN 35 - No Play.",REG,Opponent,NE,Defensive Penalty,3,6
2017,DEN,NE,10,16,41,NE,DEN,NE,DEN 38,DEN,38,38,Q2,1 and 10,1:16,DEN,Defensive Holding,5,"(NE, DEN 38, Q2, 1 and 10) (1:16) (Shotgun) T.Brady pass incomplete short middle to D.Amendola. PENALTY on DEN-B.Marshall, Defensive Holding, 5 yards, enforced at DEN 38 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2017,DEN,NE,10,16,41,NE,DEN,DEN,NE 8,NE,8,8,Q3,1 and 8,9:09,DEN,Offensive Holding,10,"(DEN, NE 8, Q3, 1 and 8) (9:09) (Shotgun) C.Anderson left end pushed ob at NE 1 for 7 yards (M.Butler). PENALTY on DEN-G.Bolles, Offensive Holding, 10 yards, enforced at NE 8 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,8
2017,DEN,NE,10,16,41,NE,DEN,NE,NE 49,NE,49,51,Q4,1 and 10,13:38,DEN,Illegal Contact,5,"(NE, NE 49, Q4, 1 and 10) (13:38) (Shotgun) T.Brady pass incomplete short right to P.Dorsett (A.Talib). PENALTY on DEN-C.Harris, Illegal Contact, 5 yards, enforced at NE 49 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2017,DEN,NE,10,16,41,NE,DEN,NE,DEN 41,DEN,41,41,Q4,4 and 5,12:23,DEN,Defensive 12 On-field,5,"(NE, DEN 41, Q4, 4 and 5) (12:23) R.Allen punts 35 yards to DEN 6, Center-J.Cardona, fair catch by B.Marshall. PENALTY on DEN-S.Harris, Defensive 12 On-field, 5 yards, enforced at DEN 41 - No Play.",REG,NE,Opponent,Defensive Penalty,4,5
2017,OAK,NE,11,8,33,NE,OAK,NE,OAK 24,OAK,24,24,Q1,3 and 6,5:04,OAK,Defensive Holding,5,"(NE, OAK 24, Q1, 3 and 6) (5:04) (Shotgun) T.Brady pass incomplete deep middle to P.Dorsett (D.McDonald). PENALTY on OAK-N.Morrow, Defensive Holding, 5 yards, enforced at OAK 24 - No Play.",REG,NE,Opponent,Defensive Penalty,3,6
2017,OAK,NE,11,8,33,NE,OAK,OAK,OAK 36,OAK,36,64,Q1,1 and 10,2:58,OAK,False Start,5,"(OAK, OAK 36, Q1, 1 and 10) (2:58) (No Huddle, Shotgun) PENALTY on OAK-S.Roberts, False Start, 5 yards, enforced at OAK 36 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2017,OAK,NE,11,8,33,NE,OAK,NE,NE 33,NE,33,67,Q2,3 and 5,15:00,OAK,Encroachment,5,"(NE, NE 33, Q2, 3 and 5) (15:00) (Shotgun) PENALTY on OAK-M.Edwards, Encroachment, 5 yards, enforced at NE 33 - No Play.",REG,NE,Opponent,Defensive Penalty,3,5
2017,OAK,NE,11,8,33,NE,OAK,OAK,NE 42,NE,42,42,Q2,3 and 9,10:15,OAK,Offensive Pass Interference,10,"(OAK, NE 42, Q2, 3 and 9) (10:15) (Shotgun) D.Carr pass short right to A.Cooper pushed ob at NE 34 for 8 yards (M.Butler). PENALTY on OAK-A.Cooper, Offensive Pass Interference, 10 yards, enforced at NE 42 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,9
2017,OAK,NE,11,8,33,NE,OAK,OAK,OAK 39,OAK,39,61,Q3,4 and 6,4:55,NE,Running Into the Kicker,5,"(OAK, OAK 39, Q3, 4 and 6) (4:55) M.King punts 32 yards to NE 29, Center-J.Condo, out of bounds. PENALTY on NE-K.Van Noy, Running Into the Kicker, 5 yards, enforced at OAK 39 - No Play.",REG,Opponent,NE,Defensive Penalty,4,6
2017,OAK,NE,11,8,33,NE,OAK,NE,OAK 32,OAK,32,32,Q3,1 and 10,4:01,OAK,Illegal Use of Hands,5,"(NE, OAK 32, Q3, 1 and 10) (4:01) D.Lewis up the middle to OAK 32 for no gain (J.Cowser). PENALTY on OAK-D.Autry, Illegal Use of Hands, 5 yards, enforced at OAK 32 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2017,OAK,NE,11,8,33,NE,OAK,OAK,NE 35,NE,35,35,Q4,1 and 10,14:11,NE,Defensive Holding,5,"(OAK, NE 35, Q4, 1 and 10) (14:11) (No Huddle, Shotgun) D.Carr pass short right to S.Roberts to NE 32 for 3 yards (J.Jones). PENALTY on NE-P.Chung, Defensive Holding, 5 yards, enforced at NE 35 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2017,OAK,NE,11,8,33,NE,OAK,OAK,NE 30,NE,30,30,Q4,1 and 10,13:40,OAK,Unsportsmanlike Conduct,15,"(OAK, NE 30, Q4, 1 and 10) (13:40) (Shotgun) D.Carr pass incomplete deep right to J.Holton. PENALTY on OAK-J.Holton, Unsportsmanlike Conduct, 15 yards, enforced at NE 30.",REG,Opponent,Opponent,Offensive Penalty,1,10
2017,OAK,NE,11,8,33,NE,OAK,NE,OAK 42,OAK,42,42,Q4,2 and 7,9:57,OAK,Roughing the Passer,15,"(NE, OAK 42, Q4, 2 and 7) (9:57) (Shotgun) T.Brady pass short right to D.Amendola to OAK 33 for 9 yards (R.Nelson) [K.Mack]. PENALTY on OAK-K.Mack, Roughing the Passer, 15 yards, enforced at OAK 33.",REG,NE,Opponent,Defensive Penalty,2,7
2017,OAK,NE,11,8,33,NE,OAK,OAK,NE 20,NE,20,20,Q4,2 and 2,3:22,OAK,False Start,6,"(OAK, NE 20, Q4, 2 and 2) (3:22) (No Huddle, Shotgun) PENALTY on OAK-A.Cooper, False Start, 6 yards, enforced at NE 20 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,2
2017,NE,MIA,12,35,17,NE,MIA,MIA,MIA 26,MIA,26,74,Q1,1 and 10,5:28,MIA,Illegal Block Above the Waist,10,"(MIA, MIA 26, Q1, 1 and 10) (5:28) (Shotgun) M.Moore pass short left to D.Williams ran ob at MIA 38 for 12 yards. PENALTY on MIA-J.Landry, Illegal Block Above the Waist, 10 yards, enforced at MIA 33.",REG,Opponent,Opponent,Offensive Penalty,1,10
2017,NE,MIA,12,35,17,NE,MIA,NE,NE 32,NE,32,68,Q2,1 and 10,14:09,NE,False Start,5,"(NE, NE 32, Q2, 1 and 10) (14:09) PENALTY on NE-L.Waddle, False Start, 5 yards, enforced at NE 32 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2017,NE,MIA,12,35,17,NE,MIA,NE,NE 30,NE,30,70,Q2,3 and 2,12:48,MIA,Defensive Holding,5,"(NE, NE 30, Q2, 3 and 2) (12:48) (Shotgun) T.Brady pass incomplete short left to J.White. PENALTY on MIA-A.Verner, Defensive Holding, 5 yards, enforced at NE 30 - No Play.",REG,NE,Opponent,Defensive Penalty,3,2
2017,NE,MIA,12,35,17,NE,MIA,NE,NE 39,NE,39,61,Q2,2 and 6,12:22,MIA,Defensive Holding,5,"(NE, NE 39, Q2, 2 and 6) (12:22) (No Huddle, Shotgun) T.Brady pass incomplete deep left to B.Cooks. PENALTY on MIA-C.Allen, Defensive Holding, 5 yards, enforced at NE 39 - No Play.",REG,NE,Opponent,Defensive Penalty,2,6
2017,NE,MIA,12,35,17,NE,MIA,NE,NE 45,NE,45,55,Q2,3 and 9,10:56,NE,False Start,5,"(NE, NE 45, Q2, 3 and 9) (10:56) (Shotgun) PENALTY on NE-N.Solder, False Start, 5 yards, enforced at NE 45 - No Play.",REG,NE,NE,Offensive Penalty,3,9
2017,NE,MIA,12,35,17,NE,MIA,MIA,NE 44,NE,44,44,Q2,2 and 8,5:04,NE,Defensive Pass Interference,34,"(MIA, NE 44, Q2, 2 and 8) (5:04) flea flicker M.Moore pass incomplete deep right to K.Stills. PENALTY on NE-M.Butler, Defensive Pass Interference, 34 yards, enforced at NE 44 - No Play.",REG,Opponent,NE,Defensive Penalty,2,8
2017,NE,MIA,12,35,17,NE,MIA,NE,NE 48,NE,48,52,Q3,2 and 10,12:36,MIA,Face Mask (15 Yards),15,"(NE, NE 48, Q3, 2 and 10) (12:36) T.Brady pass incomplete short right to R.Gronkowski. PENALTY on MIA-X.Howard, Face Mask (15 Yards), 15 yards, enforced at NE 48 - No Play.",REG,NE,Opponent,Defensive Penalty,2,10
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 29,MIA,29,29,Q3,3 and 2,11:24,MIA,Disqualification,12,"(NE, MIA 29, Q3, 3 and 2) (11:24) (No Huddle, Shotgun) D.Lewis up the middle to MIA 24 for 5 yards (A.Branch). PENALTY on MIA-B.McCain, Disqualification, 12 yards, enforced at MIA 24.",REG,NE,Opponent,Defensive Penalty,3,2
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 40,MIA,40,40,Q3,3 and 5,7:20,MIA,Neutral Zone Infraction,5,"(NE, MIA 40, Q3, 3 and 5) (7:20) (Shotgun) PENALTY on MIA-C.Wake, Neutral Zone Infraction, 5 yards, enforced at MIA 40 - No Play.",REG,NE,Opponent,Defensive Penalty,3,5
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 29,MIA,29,29,Q3,3 and 4,5:38,NE,False Start,5,"(NE, MIA 29, Q3, 3 and 4) (5:38) (Shotgun) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at MIA 29 - No Play.",REG,NE,NE,Offensive Penalty,3,4
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 34,MIA,34,34,Q3,4 and 9,5:13,NE,Delay of Game,5,"(NE, MIA 34, Q3, 4 and 9) (5:13) (Punt formation) PENALTY on NE-R.Allen, Delay of Game, 5 yards, enforced at MIA 34 - No Play.",REG,NE,NE,Offensive Penalty,4,9
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 49,MIA,49,49,Q3,2 and 13,2:38,NE,Offensive Pass Interference,11,"(NE, MIA 49, Q3, 2 and 13) (2:38) (Shotgun) T.Brady pass short left to D.Lewis to MIA 45 for 4 yards (L.Timmons). PENALTY on NE-B.Cooks, Offensive Pass Interference, 11 yards, enforced at MIA 49 - No Play. Penalty on NE-B.Cooks, Illegal Block Above the Waist, declined.",REG,NE,NE,Offensive Penalty,2,13
2017,NE,MIA,12,35,17,NE,MIA,NE,MIA 15,MIA,15,15,Q4,,,NE,Delay of Game,5,"(NE, MIA 15, Q4) (Kick formation) PENALTY on NE-R.Allen, Delay of Game, 5 yards, enforced at MIA 15 - No Play.",REG,NE,NE,Offensive Penalty,,
2017,BUF,NE,13,3,23,NE,BUF,NE,NE 47,NE,47,53,Q1,2 and 10,3:38,NE,Illegal Block Above the Waist,10,"(NE, NE 47, Q1, 2 and 10) (3:38) B.Cooks right end to BUF 42 for 11 yards (J.Poyer). End-around, rush credited to BUF 48 (spot of foul). PENALTY on NE-N.Solder, Illegal Block Above the Waist, 10 yards, enforced at BUF 48.",REG,NE,NE,Offensive Penalty,2,10
2017,BUF,NE,13,3,23,NE,BUF,BUF,BUF 27,BUF,27,73,Q2,2 and 10,10:49,BUF,Offensive Holding,10,"(BUF, BUF 27, Q2, 2 and 10) (10:49) L.McCoy up the middle to BUF 38 for 11 yards (D.McCourty). Rush credited to BUF 38 (spot of foul). PENALTY on BUF-E.Wood, Offensive Holding, 10 yards, enforced at BUF 38.",REG,Opponent,Opponent,Offensive Penalty,2,10
2017,BUF,NE,13,3,23,NE,BUF,NE,BUF 20,BUF,20,20,Q2,3 and 13,00:25,NE,False Start,5,"(NE, BUF 20, Q2, 3 and 13) (:25) (Shotgun) PENALTY on NE-N.Solder, False Start, 5 yards, enforced at BUF 20 - No Play.",REG,NE,NE,Offensive Penalty,3,13
2017,BUF,NE,13,3,23,NE,BUF,NE,NE 30,NE,30,70,Q3,1 and 10,14:54,NE,Offensive Pass Interference,10,"(NE, NE 30, Q3, 1 and 10) (14:54) (Shotgun) T.Brady pass short right to R.Gronkowski pushed ob at NE 41 for 11 yards (L.Johnson). Receiver near sideline at NE 36. PENALTY on NE-R.Gronkowski, Offensive Pass Interference, 10 yards, enforced at NE 30 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2017,BUF,NE,13,3,23,NE,BUF,NE,BUF 26,BUF,26,26,Q3,1 and 10,11:07,NE,False Start,5,"(NE, BUF 26, Q3, 1 and 10) (11:07) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at BUF 26 - No Play.",REG,NE,NE,Offensive Penalty,1,10
