Season,Home,Away,Week,Team_Possesion,Field_Position,Quarter,To_go,Time_left_Qtr,Penalty_on,Penalty,Penalty_Yards,game_type
2013,NYJ,NE,7,NYJ,NYJ 35,Q3,,,NE,Offensive Holding,10,REG
2013,NYJ,NE,7,NYJ,NYJ 38,Q3,2 and 13,12:06,NE,Defensive Pass Interference,30,REG
2013,NYJ,NE,7,NYJ,NE 19,Q3,3 and 9,5:51,NYJ,False Start,5,REG
2013,NYJ,NE,7,NE,NYJ 47,Q4,2 and 2,15:00,NYJ,Defensive Offside,5,REG
2013,NYJ,NE,7,NYJ,NYJ 20,Q4,1 and 10,12:58,NE,Personal Foul,15,REG
2013,NYJ,NE,7,NYJ,NE 38,Q4,1 and 10,10:07,NYJ,Offensive Pass Interference,10,REG
2013,NYJ,NE,7,NYJ,NE 48,Q4,1 and 20,10:07,NYJ,False Start,5,REG
2013,NYJ,NE,7,NYJ,NE 38,Q5,4 and 7,7:17,NE,Unsportsmanlike Conduct,15,REG
2013,NE,MIA,8,MIA,NE 2,Q2,,,MIA,Illegal Use of Hands,10,REG
2013,NE,MIA,8,MIA,NE 12,Q2,,,NE,Running Into the Kicker,5,REG
2013,NE,MIA,8,NE,NE 42,Q2,1 and 10,7:41,NE,False Start,5,REG
2013,NE,MIA,8,NE,NE 39,Q2,2 and 13,6:56,MIA,Encroachment,5,REG
2013,NE,MIA,8,NE,NE 46,Q2,3 and 6,6:09,MIA,Defensive Pass Interference,21,REG
2013,NE,MIA,8,NE,NE 35,Q2,,,NE,Illegal Use of Hands,5,REG
2013,NE,MIA,8,MIA,MIA 20,Q3,4 and 2,2:34,NE,Illegal Block Above the Waist,10,REG
2013,NE,MIA,8,NE,MIA 35,Q3,3 and 5,:48,MIA,Defensive Holding,5,REG
2013,NE,MIA,8,NE,MIA 30,Q3,1 and 10,:39,NE,Offensive Holding,10,REG
2013,NE,MIA,8,NE,NE 33,Q4,1 and 10,12:49,MIA,Illegal Use of Hands,5,REG
2013,NE,MIA,8,NE,MIA 23,Q4,2 and 7,9:09,MIA,Illegal Bat,10,REG
2013,NE,MIA,8,MIA,MIA 43,Q4,3 and 18,4:45,MIA,Delay of Game,5,REG
2013,NE,PIT,9,NE,NE 33,Q1,1 and 10,7:53,NE,Clipping,15,REG
2013,NE,PIT,9,NE,PIT 1,Q1,4 and 1,4:29,PIT,Defensive Offside,0,REG
2013,NE,PIT,9,PIT,PIT 1,Q1,1 and 10,4:12,PIT,False Start,0,REG
2013,NE,PIT,9,PIT,PIT 49,Q1,1 and 10,1:12,PIT,Chop Block,16,REG
2013,NE,PIT,9,NE,PIT 19,Q2,1 and 10,10:35,PIT,Unnecessary Roughness,15,REG
2013,NE,PIT,9,NE,NE 33,Q2,1 and 10,1:08,PIT,Defensive Pass Interference,15,REG
2013,NE,PIT,9,NE,PIT 19,Q2,1 and 10,:24,PIT,Defensive Pass Interference,18,REG
2013,NE,PIT,9,PIT,PIT 35,Q3,,,NE,Offensive Holding,10,REG
2013,NE,PIT,9,PIT,NE 46,Q3,1 and 10,9:28,PIT,Illegal Block Above the Waist,10,REG
2013,NE,PIT,9,NE,NE 42,Q3,1 and 10,6:26,NE,False Start,5,REG
2013,NE,PIT,9,NE,NE 49,Q4,2 and 11,11:37,PIT,Defensive Pass Interference,22,REG
2013,CAR,NE,11,NE,NE 33,Q1,2 and 7,12:54,NE,Illegal Block Above the Waist,10,REG
2013,CAR,NE,11,CAR,NE 39,Q1,3 and 3,5:05,NE,Unnecessary Roughness,15,REG
2013,CAR,NE,11,CAR,NE 4,Q1,2 and 4,3:22,CAR,Illegal Formation,5,REG
2013,CAR,NE,11,NE,CAR 35,Q2,4 and 2,13:09,CAR,Illegal Use of Hands,5,REG
2013,CAR,NE,11,NE,CAR 24,Q2,3 and 4,11:56,CAR,Face Mask (15 Yards),12,REG
2013,CAR,NE,11,CAR,NE 30,Q2,3 and 10,6:08,NE,Defensive Holding,5,REG
2013,CAR,NE,11,NE,CAR 26,Q2,1 and 10,2:25,NE,Unnecessary Roughness,15,REG
2013,CAR,NE,11,NE,CAR 19,Q3,2 and 1,11:11,CAR,Defensive 12 On-field,5,REG
2013,CAR,NE,11,NE,CAR 14,Q3,1 and 10,10:41,CAR,Defensive Holding,5,REG
2013,CAR,NE,11,CAR,NE 36,Q4,3 and 7,2:06,NE,Defensive Holding,5,REG
2013,CAR,NE,11,CAR,NE 20,Q4,1 and 10,1:17,CAR,False Start,5,REG
2013,CAR,NE,11,NE,CAR 46,Q4,3 and 10,:17,CAR,Defensive Pass Interference,10,REG
2013,NE,DEN,12,NE,NE 29,Q1,1 and 10,2:52,NE,False Start,5,REG
2013,NE,DEN,12,NE,NE 28,Q1,2 and 11,2:52,DEN,Face Mask (15 Yards),15,REG
2013,NE,DEN,12,DEN,DEN 47,Q2,4 and 11,13:07,DEN,Player Out of Bounds on Punt,5,REG
2013,NE,DEN,12,DEN,DEN 43,Q2,1 and 10,9:03,DEN,Intentional Grounding,10,REG
2013,NE,DEN,12,NE,NE 21,Q2,2 and 9,5:35,DEN,Unnecessary Roughness,15,REG
2013,NE,DEN,12,NE,NE 21,Q2,2 and 9,:36,NE,Offensive Pass Interference,10,REG
2013,NE,DEN,12,NE,NE 35,Q3,,,DEN,Offensive Holding,10,REG
2013,NE,DEN,12,NE,DEN 23,Q4,1 and 10,10:12,NE,Offensive Holding,10,REG
2013,NE,DEN,12,NE,DEN 32,Q4,1 and 19,9:45,DEN,Illegal Use of Hands,5,REG
2013,NE,DEN,12,DEN,DEN 20,Q4,1 and 10,7:37,NE,Defensive Holding,5,REG
2013,NE,DEN,12,DEN,NE 36,Q4,2 and 10,4:48,DEN,Offensive Holding,10,REG
2013,NE,DEN,12,DEN,NE 17,Q4,3 and 7,3:15,NE,Defensive Pass Interference,6,REG
2013,NE,DEN,12,DEN,NE 48,Q5,3 and 4,13:04,DEN,Offensive Pass Interference,10,REG
2013,NE,DEN,12,DEN,NE 37,Q5,4 and 8,5:01,DEN,Delay of Game,5,REG
2013,HOU,NE,13,HOU,NE 31,Q1,1 and 10,5:42,HOU,Offensive Pass Interference,10,REG
2013,HOU,NE,13,NE,NE 49,Q2,3 and 8,6:56,HOU,Roughing the Passer,15,REG
2013,NE,CLE,14,CLE,CLE 48,Q1,2 and 4,5:52,CLE,False Start,5,REG
2013,NE,CLE,14,CLE,NE 21,Q1,1 and 10,1:00,NE,Defensive 12 On-field,5,REG
2013,NE,CLE,14,CLE,NE 14,Q2,3 and 3,14:54,CLE,False Start,5,REG
2013,NE,CLE,14,CLE,CLE 36,Q2,2 and 6,:40,NE,Defensive Holding,5,REG
2013,NE,CLE,14,NE,NE 31,Q3,1 and 10,14:24,NE,Offensive Holding,10,REG
2013,NE,CLE,14,NE,NE 35,Q3,2 and 8,8:40,CLE,Defensive Pass Interference,10,REG
2013,NE,CLE,14,NE,CLE 2,Q3,,,CLE,Defensive Holding,1,REG
2013,NE,CLE,14,CLE,CLE 36,Q4,1 and 10,13:39,NE,Defensive Holding,5,REG
2013,NE,CLE,14,NE,CLE 31,Q4,1 and 10,7:15,NE,Intentional Grounding,11,REG
2013,NE,CLE,14,CLE,NE 30,Q4,2 and 7,4:12,CLE,Intentional Grounding,10,REG
2013,NE,CLE,14,CLE,NE 2,Q4,,,NE,Defensive Offside,5,REG
2013,NE,CLE,14,NE,CLE 2,Q4,3 and 2,1:04,CLE,Unnecessary Roughness,15,REG
2013,NE,CLE,14,NE,CLE 30,Q4,1 and 10,:40,CLE,Defensive Pass Interference,29,REG
2013,MIA,NE,15,NE,NE 35,Q1,,,MIA,Illegal Block Above the Waist,6,REG
2013,MIA,NE,15,NE,NE 35,Q1,1 and 10,2:25,MIA,Defensive Pass Interference,5,REG
2013,MIA,NE,15,MIA,NE 7,Q3,3 and 4,:35,NE,Defensive Pass Interference,2,REG
2013,MIA,NE,15,NE,MIA 27,Q4,1 and 10,9:43,MIA,Defensive 12 On-field,5,REG
2013,MIA,NE,15,NE,MIA 19,Q4,2 and 10,:21,MIA,Defensive Offside,5,REG
2013,BAL,NE,16,NE,NE 27,Q1,4 and 5,13:32,BAL,Personal Foul,6,REG
2013,BAL,NE,16,NE,BAL 35,Q1,1 and 10,9:52,BAL,Defensive Pass Interference,34,REG
2013,BAL,NE,16,NE,NE 50,Q1,2 and 7,7:41,BAL,Illegal Contact,5,REG
2013,BAL,NE,16,BAL,BAL 30,Q1,4 and 11,2:39,BAL,False Start,5,REG
2013,BAL,NE,16,NE,NE 35,Q2,2 and 8,10:14,BAL,Illegal Use of Hands,5,REG
2013,BAL,NE,16,NE,NE 46,Q2,3 and 4,9:02,NE,False Start,5,REG
2013,BAL,NE,16,BAL,BAL 41,Q2,4 and 11,4:46,BAL,Illegal Formation,5,REG
2013,BAL,NE,16,NE,BAL 45,Q2,1 and 10,2:29,NE,Offensive Holding,10,REG
2013,BAL,NE,16,NE,NE 45,Q2,1 and 20,2:00,NE,Offensive Holding,10,REG
2013,BAL,NE,16,NE,BAL 42,Q2,4 and 7,:31,BAL,Running Into the Kicker,5,REG
2013,BAL,NE,16,NE,BAL 37,Q2,4 and 2,:25,NE,False Start,5,REG
2013,BAL,NE,16,NE,BAL 42,Q2,4 and 7,:25,NE,Illegal Touch Kick,0,REG
2013,BAL,NE,16,BAL,BAL 29,Q3,2 and 9,6:43,BAL,Illegal Use of Hands,10,REG
2013,BAL,NE,16,BAL,BAL 3,Q4,3 and 17,11:41,NE,Neutral Zone Infraction,5,REG
2013,BAL,NE,16,BAL,NE 25,Q4,1 and 10,10:05,NE,Defensive Pass Interference,23,REG
2013,BAL,NE,16,NE,BAL 16,Q4,1 and 10,2:18,BAL,Personal Foul,8,REG
2013,NE,BUF,17,NE,BUF 43,Q1,3 and 3,11:46,BUF,Defensive Holding,5,REG
2013,NE,BUF,17,NE,NE 24,Q1,1 and 10,6:09,BUF,Defensive Pass Interference,9,REG
2013,NE,BUF,17,NE,NE 35,Q3,1 and 10,9:57,BUF,Unsportsmanlike Conduct,15,REG
2013,NE,BUF,17,NE,BUF 32,Q3,1 and 10,9:25,NE,Offensive Holding,10,REG
2013,NE,BUF,17,NE,BUF 42,Q3,1 and 20,8:54,NE,Offensive Holding,10,REG
2013,NE,BUF,17,BUF,NE 21,Q3,3 and 4,2:30,NE,Illegal Use of Hands,6,REG
2013,NE,BUF,17,NE,BUF 11,Q4,4 and 1,15:00,BUF,Encroachment,6,REG
2013,NE,BUF,17,BUF,NE 1,Q4,1 and 1,10:31,BUF,False Start,4,REG
2013,NE,BUF,17,NE,BUF 41,Q4,3 and 1,5:22,NE,Illegal Formation,5,REG
2014,MIA,NE,1,NE,MIA 31,Q1,2 and 7,8:35,MIA,Defensive Holding,6,REG
2014,MIA,NE,1,NE,MIA 20,Q1,3 and 6,1:40,NE,Face Mask (15 Yards),15,REG
2014,MIA,NE,1,MIA,MIA 28,Q2,2 and 7,5:53,NE,Roughing the Passer,15,REG
2014,MIA,NE,1,MIA,NE 26,Q2,3 and 3,3:15,NE,Neutral Zone Infraction,5,REG
2014,MIA,NE,1,NE,NE 28,Q2,2 and 8,1:29,MIA,Defensive 12 On-field,5,REG
2014,MIA,NE,1,NE,MIA 35,Q2,1 and 10,:42,NE,Offensive Holding,10,REG
2014,MIA,NE,1,NE,NE 35,Q3,,,NE,Offside on Free Kick,5,REG
2014,MIA,NE,1,MIA,NE 45,Q3,2 and 7,13:40,NE,Roughing the Passer,15,REG
2014,MIA,NE,1,MIA,NE 21,Q3,2 and 1,12:58,MIA,False Start,5,REG
2014,MIA,NE,1,MIA,NE 5,Q3,1 and 5,4:21,MIA,Offensive Holding,10,REG
2014,MIA,NE,1,NE,NE 32,Q3,1 and 10,1:39,NE,Offensive Holding,10,REG
2014,MIA,NE,1,NE,MIA 41,Q4,2 and 6,10:30,NE,Offensive Pass Interference,10,REG
2014,MIA,NE,1,MIA,MIA 15,Q4,1 and 10,9:30,NE,Roughing the Passer,15,REG
2014,MIN,NE,2,MIN,MIN 46,Q1,3 and 1,12:10,NE,Defensive Offside,5,REG
2014,MIN,NE,2,MIN,MIN 17,Q1,2 and 5,9:25,MIN,False Start,5,REG
2014,MIN,NE,2,MIN,MIN 12,Q1,2 and 10,8:41,NE,Illegal Use of Hands,5,REG
2014,MIN,NE,2,MIN,MIN 20,Q1,2 and 11,7:37,MIN,False Start,5,REG
2014,MIN,NE,2,MIN,MIN 21,Q1,4 and 9,4:54,NE,Offensive Holding,10,REG
2014,MIN,NE,2,NE,MIN 27,Q1,2 and 10,1:42,NE,Offensive Holding,10,REG
2014,MIN,NE,2,MIN,MIN 20,Q2,3 and 10,14:18,NE,Defensive Holding,5,REG
2014,MIN,NE,2,NE,NE 45,Q2,3 and 4,12:04,NE,Offensive Pass Interference,10,REG
2014,MIN,NE,2,MIN,NE 20,Q2,3 and 6,:33,MIN,Offensive Pass Interference,10,REG
2014,MIN,NE,2,NE,NE 37,Q3,2 and 5,13:39,MIN,Defensive Pass Interference,12,REG
2014,MIN,NE,2,NE,NE 35,Q3,,,NE,Offside on Free Kick,5,REG
2014,MIN,NE,2,NE,NE 45,Q3,1 and 10,6:46,NE,Illegal Block Above the Waist,10,REG
2014,MIN,NE,2,NE,NE 35,Q3,1 and 20,6:20,NE,False Start,5,REG
2014,MIN,NE,2,NE,NE 39,Q3,2 and 16,5:21,MIN,Defensive Offside,5,REG
2014,MIN,NE,2,NE,MIN 28,Q3,2 and 8,2:22,MIN,Defensive Pass Interference,16,REG
2014,MIN,NE,2,NE,MIN 9,Q3,2 and 7,1:43,NE,Offensive Holding,10,REG
2014,MIN,NE,2,MIN,MIN 26,Q4,2 and 6,10:29,MIN,False Start,5,REG
2014,MIN,NE,2,MIN,MIN 29,Q4,4 and 3,9:37,NE,Illegal Block Above the Waist,10,REG
2014,MIN,NE,2,MIN,MIN 34,Q4,2 and 9,6:37,NE,Unnecessary Roughness,15,REG
2014,MIN,NE,2,NE,MIN 25,Q4,2 and 1,5:56,NE,False Start,5,REG
2014,MIN,NE,2,MIN,MIN 36,Q4,1 and 10,1:28,NE,Defensive Pass Interference,24,REG
2014,MIN,NE,2,MIN,PENALTY ,Q4,,:53,NE,Defensive Pass Interference,34,REG
2014,NE,OAK,3,NE,NE 22,Q1,4 and 6,10:59,OAK,Illegal Block Above the Waist,10,REG
2014,NE,OAK,3,NE,NE 41,Q1,1 and 10,2:45,NE,Offensive Holding,10,REG
2014,NE,OAK,3,OAK,OAK 48,Q2,4 and 7,11:29,OAK,False Start,5,REG
2014,NE,OAK,3,NE,OAK 28,Q2,3 and 2,5:44,OAK,Defensive Pass Interference,14,REG
2014,NE,OAK,3,NE,NE 20,Q3,3 and 10,14:06,NE,False Start,5,REG
2014,NE,OAK,3,OAK,NE 29,Q3,1 and 10,11:11,NE,Defensive Holding,5,REG
2014,NE,OAK,3,NE,NE 20,Q3,1 and 10,9:39,NE,False Start,5,REG
2014,NE,OAK,3,OAK,NE 37,Q3,2 and 10,3:11,OAK,False Start,5,REG
2014,NE,OAK,3,NE,OAK 24,Q3,1 and 10,:55,OAK,Defensive 12 On-field,5,REG
2014,NE,OAK,3,NE,NE 39,Q4,3 and 5,10:11,NE,Offensive Pass Interference,10,REG
2014,NE,OAK,3,OAK,NE 30,Q4,3 and 7,1:08,NE,Defensive Pass Interference,24,REG
2014,NE,OAK,3,OAK,NE 6,Q4,1 and 6,1:02,OAK,Offensive Holding,10,REG
2014,KC,NE,4,KC,NE 2,Q1,,,KC,False Start,5,REG
2014,KC,NE,4,NE,NE 41,Q2,3 and 3,9:04,KC,Illegal Use of Hands,5,REG
2014,KC,NE,4,KC,KC 31,Q2,1 and 10,5:56,KC,Illegal Block Above the Waist,10,REG
2014,KC,NE,4,KC,NE 9,Q2,3 and 5,:08,NE,Illegal Use of Hands,5,REG
2014,KC,NE,4,NE,NE 26,Q4,3 and 4,10:44,KC,Unnecessary Roughness,15,REG
2014,KC,NE,4,KC,KC 20,Q4,,,NE,Offensive Holding,10,REG
2014,KC,NE,4,NE,NE 32,Q4,2 and 7,3:18,NE,Face Mask (15 Yards),15,REG
2014,NE,CIN,5,CIN,CIN 34,Q1,3 and 1,9:43,NE,Illegal Substitution,5,REG
2014,NE,CIN,5,CIN,NE 29,Q1,3 and 5,6:35,CIN,False Start,5,REG
2014,NE,CIN,5,NE,NE 34,Q1,3 and 3,1:07,NE,Unsportsmanlike Conduct,15,REG
2014,NE,CIN,5,NE,NE 26,Q2,2 and 17,15:00,CIN,Defensive Pass Interference,22,REG
2014,NE,CIN,5,NE,PENALTY ,Q2,,14:07,NE,Intentional Grounding,10,REG
2014,NE,CIN,5,CIN,CIN 22,Q2,3 and 14,12:51,CIN,False Start,5,REG
2014,NE,CIN,5,NE,NE 38,Q2,1 and 10,10:57,NE,Chop Block,14,REG
2014,NE,CIN,5,NE,NE 42,Q2,4 and 6,9:14,NE,Unnecessary Roughness,15,REG
2014,NE,CIN,5,CIN,CIN 42,Q2,2 and 6,8:33,NE,Defensive Holding,5,REG
2014,NE,CIN,5,CIN,CIN 47,Q2,1 and 10,8:29,NE,Unnecessary Roughness,15,REG
2014,NE,CIN,5,CIN,NE 18,Q2,3 and 7,6:46,NE,Defensive Holding,5,REG
2014,NE,CIN,5,CIN,CIN 24,Q3,4 and 5,14:02,NE,Offensive Holding,10,REG
2014,NE,CIN,5,NE,NE 39,Q3,2 and 13,12:48,NE,False Start,5,REG
2014,NE,CIN,5,NE,CIN 25,Q3,2 and 6,7:54,NE,Offensive Holding,10,REG
2014,NE,CIN,5,CIN,CIN 25,Q3,3 and 3,5:27,NE,Defensive Holding,5,REG
2014,NE,CIN,5,NE,CIN 40,Q4,2 and 8,9:26,CIN,Illegal Contact,5,REG
2014,BUF,NE,6,NE,BUF 48,Q1,3 and 10,11:20,NE,False Start,5,REG
2014,BUF,NE,6,NE,BUF 38,Q1,3 and 1,3:22,BUF,Unsportsmanlike Conduct,15,REG
2014,BUF,NE,6,NE,BUF 14,Q1,4 and 1,1:06,NE,False Start,4,REG
2014,BUF,NE,6,NE,BUF 30,Q2,1 and 10,13:16,BUF,Defensive Pass Interference,29,REG
2014,BUF,NE,6,NE,NE 35,Q2,,,BUF,Offensive Holding,6,REG
2014,BUF,NE,6,NE,NE 45,Q3,3 and 4,14:03,NE,False Start,5,REG
2014,BUF,NE,6,NE,BUF 2,Q3,,,NE,False Start,5,REG
2014,BUF,NE,6,NE,BUF 44,Q3,2 and 9,4:10,BUF,Defensive Pass Interference,17,REG
2014,BUF,NE,6,BUF,BUF 41,Q3,3 and 2,1:38,BUF,Offensive Pass Interference,10,REG
2014,BUF,NE,6,BUF,BUF 31,Q3,3 and 12,1:11,NE,Face Mask (15 Yards),15,REG
2014,BUF,NE,6,BUF,NE 30,Q3,2 and 10,:48,BUF,Offensive Pass Interference,10,REG
2014,BUF,NE,6,NE,NE 38,Q4,2 and 9,13:23,BUF,Roughing the Passer,15,REG
2014,BUF,NE,6,NE,BUF 18,Q4,2 and 12,9:34,NE,Offensive Holding,10,REG
2014,BUF,NE,6,BUF,BUF 35,Q4,,,NE,Illegal Block Above the Waist,6,REG
2014,BUF,NE,6,NE,NE 15,Q4,2 and 2,5:19,BUF,Defensive Offside,5,REG
2014,BUF,NE,6,NE,NE 20,Q4,1 and 10,5:13,NE,False Start,5,REG
2014,BUF,NE,6,NE,NE 35,Q4,1 and 10,4:31,NE,False Start,5,REG
2014,NE,NYJ,7,NYJ,NE 9,Q1,1 and 9,8:47,NYJ,Offensive Holding,10,REG
2014,NE,NYJ,7,NYJ,NE 37,Q1,1 and 10,3:23,NE,Defensive Holding,5,REG
2014,NE,NYJ,7,NYJ,NE 20,Q1,1 and 10,1:40,NYJ,Offensive Holding,10,REG
2014,NE,NYJ,7,NYJ,NYJ 35,Q1,,,NE,Offensive Holding,9,REG
2014,NE,NYJ,7,NYJ,NE 49,Q2,3 and 11,11:30,NE,Defensive Holding,5,REG
2014,NE,NYJ,7,NE,NE 20,Q2,1 and 10,7:52,NE,False Start,5,REG
2014,NE,NYJ,7,NE,NE 26,Q2,1 and 10,:55,NYJ,Neutral Zone Infraction,5,REG
2014,NE,NYJ,7,NE,NYJ 44,Q2,3 and 10,:29,NYJ,Defensive Pass Interference,32,REG
2014,NE,NYJ,7,NE,NYJ 12,Q2,2 and 10,:17,NE,Unnecessary Roughness,15,REG
2014,NE,NYJ,7,NE,NE 46,Q3,1 and 10,7:33,NYJ,Defensive Offside,5,REG
2014,NE,NYJ,7,NE,NYJ 49,Q3,1 and 5,7:04,NYJ,Illegal Contact,5,REG
2014,NE,NYJ,7,NE,NE 38,Q4,4 and 6,12:43,NYJ,Offensive Holding,3,REG
2014,NE,NYJ,7,NYJ,NYJ 5,Q4,2 and 9,11:53,NE,Defensive Holding,5,REG
2014,NE,NYJ,7,NE,NYJ 4,Q4,2 and 4,8:42,NE,False Start,5,REG
2014,NE,NYJ,7,NE,NYJ 9,Q4,2 and 9,8:22,NE,Offensive Pass Interference,10,REG
2014,NE,NYJ,7,NYJ,NYJ 14,Q4,1 and 10,7:43,NE,Defensive Holding,5,REG
2014,NE,CHI,8,CHI,CHI 32,Q1,2 and 9,12:42,CHI,Offensive Holding,10,REG
2014,NE,CHI,8,CHI,CHI 20,Q1,1 and 10,9:41,CHI,False Start,5,REG
2014,NE,CHI,8,NE,CHI 1,Q2,4 and 1,15:00,NE,False Start,4,REG
2014,NE,CHI,8,NE,CHI 43,Q2,2 and 7,11:33,CHI,Defensive Pass Interference,13,REG
2014,NE,CHI,8,NE,CHI 17,Q2,3 and 13,9:27,NE,False Start,5,REG
2014,NE,CHI,8,NE,CHI 2,Q2,,,NE,False Start,5,REG
2014,NE,CHI,8,CHI,CHI 41,Q2,1 and 10,7:43,NE,Illegal Contact,5,REG
2014,NE,CHI,8,NE,NE 26,Q2,2 and 4,5:02,NE,Offensive Holding,10,REG
2014,NE,CHI,8,CHI,CHI 15,Q2,2 and 6,1:42,CHI,Unnecessary Roughness,3,REG
2014,NE,CHI,8,CHI,CHI 8,Q2,4 and 13,1:26,CHI,Offensive Holding,10,REG
2014,NE,CHI,8,CHI,CHI 33,Q2,2 and 4,:17,NE,Illegal Use of Hands,5,REG
2014,NE,CHI,8,CHI,CHI 20,Q4,1 and 10,9:59,NE,Defensive Pass Interference,4,REG
2014,NE,DEN,9,DEN,DEN 23,Q1,3 and 7,13:24,DEN,Delay of Game,5,REG
2014,NE,DEN,9,DEN,DEN 19,Q1,4 and 11,9:07,DEN,Interference with Opportunity to Catch,15,REG
2014,NE,DEN,9,DEN,NE 13,Q1,3 and 10,4:03,NE,Defensive Pass Interference,12,REG
2014,NE,DEN,9,NE,DEN 10,Q2,1 and 10,11:50,DEN,Defensive Holding,5,REG
2014,NE,DEN,9,DEN,DEN 20,Q2,1 and 10,11:37,DEN,Illegal Formation,5,REG
2014,NE,DEN,9,DEN,DEN 41,Q2,2 and 10,9:12,DEN,Offensive Holding,10,REG
2014,NE,DEN,9,NE,NE 44,Q2,2 and 9,1:58,DEN,Defensive Holding,5,REG
2014,NE,DEN,9,NE,DEN 38,Q2,1 and 10,1:14,NE,Intentional Grounding,11,REG
2014,NE,DEN,9,NE,NE 38,Q3,2 and 10,13:51,DEN,Defensive Pass Interference,8,REG
2014,NE,DEN,9,NE,NE 35,Q3,,,NE,Offside on Free Kick,5,REG
2014,NE,DEN,9,DEN,NE 34,Q3,1 and 10,6:10,NE,Defensive Pass Interference,9,REG
2014,NE,DEN,9,DEN,NE 25,Q3,1 and 10,6:05,NE,Encroachment,5,REG
2014,NE,DEN,9,DEN,NE 20,Q3,1 and 5,6:05,NE,Defensive Holding,5,REG
2014,NE,DEN,9,NE,NE 26,Q3,3 and 4,5:15,DEN,Defensive Offside,4,REG
2014,NE,DEN,9,NE,NE 47,Q3,2 and 4,3:09,NE,Illegal Shift,5,REG
2014,NE,DEN,9,NE,NE 13,Q4,4 and 6,10:34,DEN,Illegal Block Above the Waist,10,REG
2014,NE,DEN,9,NE,DEN 43,Q4,4 and 1,6:32,NE,False Start,4,REG
2014,NE,DEN,9,DEN,DEN 15,Q4,1 and 10,6:13,NE,Face Mask (15 Yards),15,REG
2014,NE,DEN,9,DEN,NE 35,Q4,2 and 10,4:33,DEN,False Start,5,REG
2014,IND,NE,11,IND,IND 27,Q1,4 and 3,13:03,NE,Illegal Block Above the Waist,10,REG
2014,IND,NE,11,IND,IND 20,Q1,2 and 10,7:55,IND,False Start,5,REG
2014,IND,NE,11,IND,IND 20,Q2,1 and 10,11:49,NE,Illegal Use of Hands,5,REG
2014,IND,NE,11,NE,IND 13,Q2,2 and 7,4:29,IND,Illegal Contact,5,REG
2014,IND,NE,11,IND,IND 28,Q2,4 and 2,2:25,NE,Offensive Holding,8,REG
2014,IND,NE,11,IND,IND 25,Q3,1 and 10,11:04,NE,Face Mask (15 Yards),15,REG
2014,IND,NE,11,NE,IND 29,Q4,3 and 2,10:31,IND,Face Mask (15 Yards),17,REG
2014,IND,NE,11,NE,IND 3,Q4,1 and 3,8:50,IND,Defensive Pass Interference,2,REG
2014,IND,NE,11,NE,IND 1,Q4,1 and 1,8:46,NE,Unnecessary Roughness,15,REG
2014,NE,DET,12,NE,NE 27,Q1,3 and 3,10:50,NE,Illegal Use of Hands,10,REG
2014,NE,DET,12,DET,NE 7,Q2,1 and 7,14:31,NE,Defensive Holding,4,REG
2014,NE,DET,12,NE,DET 6,Q2,1 and 6,13:07,DET,Encroachment,3,REG
2014,NE,DET,12,DET,DET 36,Q2,3 and 11,9:56,NE,Defensive Holding,5,REG
2014,NE,DET,12,DET,NE 46,Q2,1 and 10,8:48,NE,Defensive Offside,5,REG
2014,NE,DET,12,DET,DET 47,Q2,1 and 10,1:31,NE,Illegal Contact,5,REG
2014,NE,DET,12,NE,NE 43,Q2,1 and 10,:35,NE,Offensive Holding,10,REG
2014,NE,DET,12,NE,NE 41,Q2,2 and 12,:22,NE,False Start,5,REG
2014,NE,DET,12,NE,NE 20,Q3,1 and 10,15:00,DET,Neutral Zone Infraction,5,REG
2014,NE,DET,12,NE,DET 38,Q3,2 and 1,13:19,DET,Defensive Offside,5,REG
2014,NE,DET,12,DET,DET 27,Q3,4 and 1,8:43,NE,Offensive Holding,10,REG
2014,NE,DET,12,NE,NE 28,Q3,3 and 7,7:51,DET,Defensive Holding,5,REG
2014,NE,DET,12,DET,DET 21,Q3,4 and 10,4:47,NE,Illegal Block Above the Waist,10,REG
2014,NE,DET,12,DET,NE 26,Q4,2 and 9,15:00,DET,False Start,5,REG
2014,NE,DET,12,DET,DET 31,Q4,2 and 10,13:53,NE,Defensive Pass Interference,10,REG
2014,NE,DET,12,DET,DET 41,Q4,1 and 10,13:48,DET,Illegal Use of Hands,10,REG
2014,NE,DET,12,DET,DET 28,Q4,1 and 10,6:39,NE,Illegal Block Above the Waist,10,REG
2014,NE,DET,12,NE,DET 2,Q4,4 and 2,2:00,DET,Personal Foul,1,REG
2014,NE,DET,12,DET,DET 40,Q4,2 and 4,1:02,DET,False Start,5,REG
2014,NE,DET,12,DET,DET 46,Q4,1 and 10,:24,DET,Personal Foul,15,REG
2014,GB,NE,13,GB,NE 21,Q1,3 and 8,12:51,NE,Defensive Holding,5,REG
2014,GB,NE,13,GB,GB 17,Q1,2 and 10,9:09,NE,Illegal Use of Hands,5,REG
2014,GB,NE,13,GB,NE 29,Q1,2 and 8,6:37,GB,Offensive Holding,10,REG
2014,GB,NE,13,NE,GB 2,Q2,1 and 2,1:56,NE,False Start,5,REG
2014,GB,NE,13,NE,GB 4,Q2,3 and 4,1:15,GB,Neutral Zone Infraction,2,REG
2014,GB,NE,13,NE,NE 20,Q3,1 and 10,15:00,NE,Offensive Holding,10,REG
